CROP_CODE,CROP_STD,UBIGEO,DISTRICT_NAME,CAMPAIGN,SOURCE_MONTHS_PRESENT_N,SOURCE_ROWS_N,CAMPAIGN_PRODUCCION_TM,CAMPAIGN_COSECHA_HA,EXCLUSION_REASON,ZERO_DENOMINATOR_FLAG,NO_SOURCE_ROWS_FLAG,MISSING_NUMERATOR_FLAG,MISSING_DENOMINATOR_FLAG,NOTES
14010020000,ARROZ,200305,LALAQUIZ,2017/2018,7,7,0,0,ZERO_DENOMINATOR,TRUE,FALSE,FALSE,FALSE,Source rows and numeric fields are observed; summed COSECHA is zero; row preserved without yield.
14010020000,ARROZ,200305,LALAQUIZ,2020/2021,0,0,,,INCOMPLETE_CAMPAIGN_NO_SOURCE_ROWS,FALSE,TRUE,FALSE,FALSE,No source rows exist for the frozen key; aggregates remain missing and the row is preserved.
14010020000,ARROZ,200305,LALAQUIZ,2021/2022,0,0,,,INCOMPLETE_CAMPAIGN_NO_SOURCE_ROWS,FALSE,TRUE,FALSE,FALSE,No source rows exist for the frozen key; aggregates remain missing and the row is preserved.
14010020000,ARROZ,200305,LALAQUIZ,2022/2023,0,0,,,INCOMPLETE_CAMPAIGN_NO_SOURCE_ROWS,FALSE,TRUE,FALSE,FALSE,No source rows exist for the frozen key; aggregates remain missing and the row is preserved.
14010020000,ARROZ,200306,SAN MIGUEL DE EL FAIQUE,2017/2018,7,7,0,0,ZERO_DENOMINATOR,TRUE,FALSE,FALSE,FALSE,Source rows and numeric fields are observed; summed COSECHA is zero; row preserved without yield.
14010020000,ARROZ,200409,SANTO DOMINGO,2020/2021,0,0,,,INCOMPLETE_CAMPAIGN_NO_SOURCE_ROWS,FALSE,TRUE,FALSE,FALSE,No source rows exist for the frozen key; aggregates remain missing and the row is preserved.
14010020000,ARROZ,200503,ARENAL,2016/2017,12,12,0,0,ZERO_DENOMINATOR,TRUE,FALSE,FALSE,FALSE,Source rows and numeric fields are observed; summed COSECHA is zero; row preserved without yield.
14010020000,ARROZ,200503,ARENAL,2017/2018,5,5,0,0,ZERO_DENOMINATOR,TRUE,FALSE,FALSE,FALSE,Source rows and numeric fields are observed; summed COSECHA is zero; row preserved without yield.
14010020000,ARROZ,200503,ARENAL,2018/2019,0,0,,,INCOMPLETE_CAMPAIGN_NO_SOURCE_ROWS,FALSE,TRUE,FALSE,FALSE,No source rows exist for the frozen key; aggregates remain missing and the row is preserved.
14010020000,ARROZ,200503,ARENAL,2019/2020,0,0,,,INCOMPLETE_CAMPAIGN_NO_SOURCE_ROWS,FALSE,TRUE,FALSE,FALSE,No source rows exist for the frozen key; aggregates remain missing and the row is preserved.
14010020000,ARROZ,200503,ARENAL,2020/2021,0,0,,,INCOMPLETE_CAMPAIGN_NO_SOURCE_ROWS,FALSE,TRUE,FALSE,FALSE,No source rows exist for the frozen key; aggregates remain missing and the row is preserved.
14010020000,ARROZ,200503,ARENAL,2021/2022,12,12,0,0,ZERO_DENOMINATOR,TRUE,FALSE,FALSE,FALSE,Source rows and numeric fields are observed; summed COSECHA is zero; row preserved without yield.
14010020000,ARROZ,200504,COLAN,2017/2018,0,0,,,INCOMPLETE_CAMPAIGN_NO_SOURCE_ROWS,FALSE,TRUE,FALSE,FALSE,No source rows exist for the frozen key; aggregates remain missing and the row is preserved.
14010020000,ARROZ,200504,COLAN,2018/2019,0,0,,,INCOMPLETE_CAMPAIGN_NO_SOURCE_ROWS,FALSE,TRUE,FALSE,FALSE,No source rows exist for the frozen key; aggregates remain missing and the row is preserved.
14010020000,ARROZ,200504,COLAN,2019/2020,0,0,,,INCOMPLETE_CAMPAIGN_NO_SOURCE_ROWS,FALSE,TRUE,FALSE,FALSE,No source rows exist for the frozen key; aggregates remain missing and the row is preserved.
14010020000,ARROZ,200504,COLAN,2020/2021,0,0,,,INCOMPLETE_CAMPAIGN_NO_SOURCE_ROWS,FALSE,TRUE,FALSE,FALSE,No source rows exist for the frozen key; aggregates remain missing and the row is preserved.
14010020000,ARROZ,200504,COLAN,2021/2022,0,0,,,INCOMPLETE_CAMPAIGN_NO_SOURCE_ROWS,FALSE,TRUE,FALSE,FALSE,No source rows exist for the frozen key; aggregates remain missing and the row is preserved.
14010020000,ARROZ,200504,COLAN,2022/2023,0,0,,,INCOMPLETE_CAMPAIGN_NO_SOURCE_ROWS,FALSE,TRUE,FALSE,FALSE,No source rows exist for the frozen key; aggregates remain missing and the row is preserved.
14010070000,MAIZ AMARILLO DURO,200109,LA ARENA,2016/2017,0,0,,,INCOMPLETE_CAMPAIGN_NO_SOURCE_ROWS,FALSE,TRUE,FALSE,FALSE,No source rows exist for the frozen key; aggregates remain missing and the row is preserved.
14010070000,MAIZ AMARILLO DURO,200109,LA ARENA,2017/2018,0,0,,,INCOMPLETE_CAMPAIGN_NO_SOURCE_ROWS,FALSE,TRUE,FALSE,FALSE,No source rows exist for the frozen key; aggregates remain missing and the row is preserved.
14010070000,MAIZ AMARILLO DURO,200109,LA ARENA,2018/2019,0,0,,,INCOMPLETE_CAMPAIGN_NO_SOURCE_ROWS,FALSE,TRUE,FALSE,FALSE,No source rows exist for the frozen key; aggregates remain missing and the row is preserved.
14010070000,MAIZ AMARILLO DURO,200109,LA ARENA,2019/2020,0,0,,,INCOMPLETE_CAMPAIGN_NO_SOURCE_ROWS,FALSE,TRUE,FALSE,FALSE,No source rows exist for the frozen key; aggregates remain missing and the row is preserved.
14010070000,MAIZ AMARILLO DURO,200109,LA ARENA,2020/2021,0,0,,,INCOMPLETE_CAMPAIGN_NO_SOURCE_ROWS,FALSE,TRUE,FALSE,FALSE,No source rows exist for the frozen key; aggregates remain missing and the row is preserved.
14010070000,MAIZ AMARILLO DURO,200206,PACAIPAMPA,2016/2017,0,0,,,INCOMPLETE_CAMPAIGN_NO_SOURCE_ROWS,FALSE,TRUE,FALSE,FALSE,No source rows exist for the frozen key; aggregates remain missing and the row is preserved.
14010070000,MAIZ AMARILLO DURO,200206,PACAIPAMPA,2017/2018,0,0,,,INCOMPLETE_CAMPAIGN_NO_SOURCE_ROWS,FALSE,TRUE,FALSE,FALSE,No source rows exist for the frozen key; aggregates remain missing and the row is preserved.
14010070000,MAIZ AMARILLO DURO,200206,PACAIPAMPA,2018/2019,0,0,,,INCOMPLETE_CAMPAIGN_NO_SOURCE_ROWS,FALSE,TRUE,FALSE,FALSE,No source rows exist for the frozen key; aggregates remain missing and the row is preserved.
14010070000,MAIZ AMARILLO DURO,200206,PACAIPAMPA,2019/2020,0,0,,,INCOMPLETE_CAMPAIGN_NO_SOURCE_ROWS,FALSE,TRUE,FALSE,FALSE,No source rows exist for the frozen key; aggregates remain missing and the row is preserved.
14010070000,MAIZ AMARILLO DURO,200206,PACAIPAMPA,2020/2021,8,8,0,0,ZERO_DENOMINATOR,TRUE,FALSE,FALSE,FALSE,Source rows and numeric fields are observed; summed COSECHA is zero; row preserved without yield.
14010070000,MAIZ AMARILLO DURO,200302,CANCHAQUE,2020/2021,12,12,0,0,ZERO_DENOMINATOR,TRUE,FALSE,FALSE,FALSE,Source rows and numeric fields are observed; summed COSECHA is zero; row preserved without yield.
14010070000,MAIZ AMARILLO DURO,200303,EL CARMEN DE LA FRONTERA,2019/2020,0,0,,,INCOMPLETE_CAMPAIGN_NO_SOURCE_ROWS,FALSE,TRUE,FALSE,FALSE,No source rows exist for the frozen key; aggregates remain missing and the row is preserved.
14010070000,MAIZ AMARILLO DURO,200303,EL CARMEN DE LA FRONTERA,2020/2021,7,7,0,0,ZERO_DENOMINATOR,TRUE,FALSE,FALSE,FALSE,Source rows and numeric fields are observed; summed COSECHA is zero; row preserved without yield.
14010070000,MAIZ AMARILLO DURO,200305,LALAQUIZ,2017/2018,12,12,0,0,ZERO_DENOMINATOR,TRUE,FALSE,FALSE,FALSE,Source rows and numeric fields are observed; summed COSECHA is zero; row preserved without yield.
14010070000,MAIZ AMARILLO DURO,200305,LALAQUIZ,2020/2021,0,0,,,INCOMPLETE_CAMPAIGN_NO_SOURCE_ROWS,FALSE,TRUE,FALSE,FALSE,No source rows exist for the frozen key; aggregates remain missing and the row is preserved.
14010070000,MAIZ AMARILLO DURO,200305,LALAQUIZ,2021/2022,0,0,,,INCOMPLETE_CAMPAIGN_NO_SOURCE_ROWS,FALSE,TRUE,FALSE,FALSE,No source rows exist for the frozen key; aggregates remain missing and the row is preserved.
14010070000,MAIZ AMARILLO DURO,200402,BUENOS AIRES,2021/2022,0,0,,,INCOMPLETE_CAMPAIGN_NO_SOURCE_ROWS,FALSE,TRUE,FALSE,FALSE,No source rows exist for the frozen key; aggregates remain missing and the row is preserved.
14010070000,MAIZ AMARILLO DURO,200403,CHALACO,2019/2020,7,7,0,0,ZERO_DENOMINATOR,TRUE,FALSE,FALSE,FALSE,Source rows and numeric fields are observed; summed COSECHA is zero; row preserved without yield.
14010070000,MAIZ AMARILLO DURO,200505,LA HUACA,2016/2017,0,0,,,INCOMPLETE_CAMPAIGN_NO_SOURCE_ROWS,FALSE,TRUE,FALSE,FALSE,No source rows exist for the frozen key; aggregates remain missing and the row is preserved.
14010070000,MAIZ AMARILLO DURO,200505,LA HUACA,2017/2018,0,0,,,INCOMPLETE_CAMPAIGN_NO_SOURCE_ROWS,FALSE,TRUE,FALSE,FALSE,No source rows exist for the frozen key; aggregates remain missing and the row is preserved.
14010070000,MAIZ AMARILLO DURO,200505,LA HUACA,2019/2020,0,0,,,INCOMPLETE_CAMPAIGN_NO_SOURCE_ROWS,FALSE,TRUE,FALSE,FALSE,No source rows exist for the frozen key; aggregates remain missing and the row is preserved.
14010070000,MAIZ AMARILLO DURO,200505,LA HUACA,2020/2021,0,0,,,INCOMPLETE_CAMPAIGN_NO_SOURCE_ROWS,FALSE,TRUE,FALSE,FALSE,No source rows exist for the frozen key; aggregates remain missing and the row is preserved.
14010070000,MAIZ AMARILLO DURO,200505,LA HUACA,2021/2022,2,2,0,0,ZERO_DENOMINATOR,TRUE,FALSE,FALSE,FALSE,Source rows and numeric fields are observed; summed COSECHA is zero; row preserved without yield.
14010070000,MAIZ AMARILLO DURO,200506,TAMARINDO,2016/2017,12,12,0,0,ZERO_DENOMINATOR,TRUE,FALSE,FALSE,FALSE,Source rows and numeric fields are observed; summed COSECHA is zero; row preserved without yield.
14010070000,MAIZ AMARILLO DURO,200506,TAMARINDO,2017/2018,12,12,0,0,ZERO_DENOMINATOR,TRUE,FALSE,FALSE,FALSE,Source rows and numeric fields are observed; summed COSECHA is zero; row preserved without yield.
14010070000,MAIZ AMARILLO DURO,200506,TAMARINDO,2018/2019,12,12,0,0,ZERO_DENOMINATOR,TRUE,FALSE,FALSE,FALSE,Source rows and numeric fields are observed; summed COSECHA is zero; row preserved without yield.
14010070000,MAIZ AMARILLO DURO,200506,TAMARINDO,2019/2020,12,12,0,0,ZERO_DENOMINATOR,TRUE,FALSE,FALSE,FALSE,Source rows and numeric fields are observed; summed COSECHA is zero; row preserved without yield.
14010070000,MAIZ AMARILLO DURO,200603,IGNACIO ESCUDERO,2017/2018,0,0,,,INCOMPLETE_CAMPAIGN_NO_SOURCE_ROWS,FALSE,TRUE,FALSE,FALSE,No source rows exist for the frozen key; aggregates remain missing and the row is preserved.
14010070000,MAIZ AMARILLO DURO,200603,IGNACIO ESCUDERO,2018/2019,0,0,,,INCOMPLETE_CAMPAIGN_NO_SOURCE_ROWS,FALSE,TRUE,FALSE,FALSE,No source rows exist for the frozen key; aggregates remain missing and the row is preserved.
14010070000,MAIZ AMARILLO DURO,200603,IGNACIO ESCUDERO,2019/2020,0,0,,,INCOMPLETE_CAMPAIGN_NO_SOURCE_ROWS,FALSE,TRUE,FALSE,FALSE,No source rows exist for the frozen key; aggregates remain missing and the row is preserved.
14010070000,MAIZ AMARILLO DURO,200603,IGNACIO ESCUDERO,2020/2021,0,0,,,INCOMPLETE_CAMPAIGN_NO_SOURCE_ROWS,FALSE,TRUE,FALSE,FALSE,No source rows exist for the frozen key; aggregates remain missing and the row is preserved.
14010070000,MAIZ AMARILLO DURO,200605,MARCAVELICA,2020/2021,2,2,0,0,ZERO_DENOMINATOR,TRUE,FALSE,FALSE,FALSE,Source rows and numeric fields are observed; summed COSECHA is zero; row preserved without yield.
14010070000,MAIZ AMARILLO DURO,200607,QUERECOTILLO,2018/2019,0,0,,,INCOMPLETE_CAMPAIGN_NO_SOURCE_ROWS,FALSE,TRUE,FALSE,FALSE,No source rows exist for the frozen key; aggregates remain missing and the row is preserved.
